pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_spectype,st_teff,st_rad,st_mass,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
NY Vir b,NY Vir,2,2,Eclipse Timing Variations,2011,Multiple Observatories,3160.0,3.3,13.3,730.978,,,32780.0,0.15,0.46,544.024,13.496,14.635,13.3943
NY Vir c,NY Vir,2,2,Eclipse Timing Variations,2019,Winer Observatory,8799.0,,12.8,1760.7782,,,32780.0,0.15,0.46,544.024,13.496,14.635,13.3943
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,1,1,Microlensing,2004,OGLE,,4.3,13.2,830.0,,K V,,,0.63,5800.0,,,
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,1,1,Microlensing,2005,OGLE,,3.6,13.0,1200.0,55.0,,,,0.46,3200.0,,,
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,1,1,Microlensing,2006,OGLE,,3.5,3.84,14.1,,K5,,,0.69,4100.0,22.783,,
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,1,1,Microlensing,2005,OGLE,3285.0,2.6,2.21,5.5,50.0,,,,0.22,6600.0,,,
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,1,2,Microlensing,2008,OGLE,1788.5,2.3,14.0,231.0,82.0,,,,0.51,1510.0,,,
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,1,2,Microlensing,2008,OGLE,4927.5,4.5,11.1,86.0,59.0,,,,0.51,1510.0,,,
OGLE-2006-BLG-284L A b,OGLE-2006-BLG-284L A,2,1,Microlensing,2020,OGLE,,2.17,14.3,144.0,,,,,0.35,4000.0,,,
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,2,1,Microlensing,2016,OGLE,2557.0,2.59,10.7,80.0,,M,,,0.41,2760.0,24.73,,
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,1,1,Microlensing,2009,OGLE,,2.8,4.72,20.0,,,,,0.64,5900.0,17.71,,
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,2,1,Microlensing,2014,OGLE,,15.0,8.74,57.0,,,,,0.71,8100.0,,,
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,1,1,Microlensing,2014,OGLE,,1.7,12.9,1500.0,,,,,0.37,6800.0,,,
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,1,1,Microlensing,2018,OGLE,,8.0,9.01,60.0,,,,,0.41,6100.0,,,
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,1,1,Microlensing,2012,OGLE,,2.72,14.2,170.0,,M,,,0.26,2570.0,,,
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,1,1,Microlensing,2015,OGLE,,1.89,13.9,280.0,,,,,0.21,4380.0,,,
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,1,2,Microlensing,2012,OGLE,,4.0,7.72,46.1,,G5 V,,,1.06,4019.0,20.66,,
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,1,2,Microlensing,2012,OGLE,,4.8,13.9,270.0,,G5 V,,,1.06,4019.0,20.66,,
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,1,1,Microlensing,2013,OGLE,,0.87,13.4,588.0,,,,,0.02,1760.0,,,
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,1,1,Microlensing,2013,OGLE,,3.45,13.2,868.0,,,,,0.44,4970.0,,,
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,1,1,Microlensing,2015,OGLE,,0.74,13.6,120.0,,,,,0.34,1300.0,,,
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,1,1,Microlensing,2016,OGLE,,1.6,14.3,150.0,,M V,,,0.29,6700.0,,,
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,1,1,Microlensing,2020,OGLE,,4.43,8.39,53.1,,,,,0.4,6320.0,,,
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,1,1,Microlensing,2016,OGLE,,2.6,6.56,35.0,,M V,,,0.57,2600.0,,,
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,1,1,Microlensing,2014,OGLE,,0.8,12.3,4100.0,,,,,0.1,3040.0,,,
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,1,1,Microlensing,2017,OGLE,,3.6,11.6,92.0,,,,,0.54,3900.0,,,
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,2,1,Microlensing,2014,OGLE,,0.702,1.16,1.66,,,,,0.11,911.0,,,
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,1,1,Microlensing,2019,OGLE,,0.39,12.5,3020.0,,,,,0.29,3220.0,26.42,19.64,
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,1,1,Microlensing,2017,OGLE,,2.6,14.1,200.0,,,,,0.46,6300.0,,,
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,1,1,Microlensing,2018,OGLE,,1.8,13.2,860.0,,,,,0.33,6900.0,,,
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,1,1,Microlensing,2015,OGLE,,3.48,14.1,206.58846,,,,,0.9,3500.0,,,
OGLE-2014-BLG-0221L b,OGLE-2014-BLG-0221L,1,1,Microlensing,2024,OGLE,,3.76,12.9,1382.55357,,,,,0.69,3680.0,,,
OGLE-2014-BLG-0319L b,OGLE-2014-BLG-0319L,1,1,Microlensing,2022,OGLE,,3.49,14.1,181.16219,,M,,,0.52,7730.0,,19.92,
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,1,1,Microlensing,2016,OGLE,,4.53,13.0,1169.60854,,,,,0.73,2670.0,,,
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,1,2,Microlensing,2018,OGLE,,1.5,8.59,55.3,,,,,0.4,6400.0,,,
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,1,2,Microlensing,2018,OGLE,,1.7,11.0,83.7,,,,,0.4,6400.0,,,
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,1,1,Microlensing,2016,OGLE,,1.75,14.2,180.0,,,,,0.51,6860.0,,,
OGLE-2015-BLG-0051L b,OGLE-2015-BLG-0051L,1,1,Microlensing,2016,OGLE,,0.73,14.0,230.0,,,,,0.1,8200.0,,,
OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,1,1,Microlensing,2016,KMTNet,,1.6,13.1,1100.0,,,,,0.3,1200.0,,17.45,
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,1,1,Microlensing,2016,OGLE,,2.7,4.86,21.0,,,,,0.38,3300.0,,,
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,1,1,Microlensing,2019,OGLE,,2.07,13.2,807.0,,,,,0.34,4230.0,,,
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,1,1,Microlensing,2019,OGLE,,2.62,4.42,17.9,,,,,0.55,6700.0,,20.3,
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,1,1,Microlensing,2020,OGLE,,0.85,14.3,138.0,,,,,0.08,7070.0,,,
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,1,1,Microlensing,2017,OGLE,,5.4,13.0,1300.0,,,,,0.13,6500.0,,,
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,2,1,Microlensing,2017,OGLE,,6.4,13.0,1330.0,,,,,0.72,3410.0,,,
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,1,1,Microlensing,2019,OGLE,,1.7,14.3,140.0,,,,,0.3,3730.0,,,
OGLE-2016-BLG-1093L b,OGLE-2016-BLG-1093L,1,1,Microlensing,2022,OGLE,,2.13,14.0,225.65817,,,,,0.46,8120.0,,,
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,1,1,Microlensing,2017,OGLE,1220.0,2.17,12.3,4253.0,,,,,0.88,6770.0,,,
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,1,1,Microlensing,2017,OGLE,,1.16,1.11,1.43,,,,,0.08,3910.0,,,
OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,1,1,Microlensing,2020,OGLE,,3.4,13.9,250.0,,,,,0.1,,,,
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,1,1,Microlensing,2018,OGLE,,3.913,1.62,3.269,,,,,0.4,4705.0,,,
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,1,1,Microlensing,2018,OGLE,,2.424,14.0,127.0,,,,,0.25,5915.0,,,
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,1,1,Microlensing,2020,OGLE,,3.5,14.2,130.0,,,,,0.56,5200.0,26.1,,
OGLE-2017-BLG-0448L b,OGLE-2017-BLG-0448L,1,1,Microlensing,2024,OGLE,,5.75,4.08,15.6,,,,,0.5,7530.0,,,
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,1,1,Microlensing,2018,OGLE,,1.8,2.95,9.0,,,,,0.2,5800.0,,,
OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,1,1,Microlensing,2020,OGLE,,4.06,14.2,160.0,,,,,0.7,3950.0,,,
OGLE-2017-BLG-0640L b,OGLE-2017-BLG-0640L,1,1,Microlensing,2024,OGLE,,1.14,13.5,514.88202,,,,,0.32,6630.0,,,
OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,1,1,Microlensing,2020,OGLE,,3.92,12.8,1760.0,,,,,0.55,5670.0,,,
OGLE-2017-BLG-1099L b,OGLE-2017-BLG-1099L,1,1,Microlensing,2021,OGLE,,2.73,13.1,959.84179,,,,,0.45,7250.0,,,
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,1,1,Microlensing,2018,OGLE,,1.02,13.5,505.0,,,,,0.21,,,,
OGLE-2017-BLG-1237L b,OGLE-2017-BLG-1237L,1,1,Microlensing,2024,OGLE,,2.53,13.0,1207.74795,,,,,0.46,6030.0,,,
OGLE-2017-BLG-1275L b,OGLE-2017-BLG-1275L,1,1,Microlensing,2024,OGLE,,2.09,12.8,1875.1876,,,,,0.63,7690.0,,,
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,1,1,Microlensing,2020,OGLE,,3.04,12.4,3585.0,,,,,0.81,3930.0,,,
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,1,1,Microlensing,2018,OGLE,,1.18,1.94,4.43,,,,,0.23,860.0,,,
OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,1,1,Microlensing,2018,OGLE,,0.59,14.0,240.0,,,,,0.04,7490.0,,,
OGLE-2017-BLG-1691L b,OGLE-2017-BLG-1691L,1,1,Microlensing,2022,OGLE,,2.41,3.92,14.62011,,,,,0.45,7290.0,,,
OGLE-2017-BLG-1806L b,OGLE-2017-BLG-1806L,1,1,Microlensing,2023,OGLE,,1.75,2.15,5.27,,,,,0.38,6400.0,,,
OGLE-2018-BLG-0298L b,OGLE-2018-BLG-0298L,1,1,Microlensing,2022,OGLE,,2.86,7.56,44.49598,,,,,0.69,6540.0,,,
OGLE-2018-BLG-0383L b,OGLE-2018-BLG-0383L,1,1,Microlensing,2022,OGLE,,1.8,2.41,6.4,,,,,0.1,7700.0,,,
OGLE-2018-BLG-0506L b,OGLE-2018-BLG-0506L,1,1,Microlensing,2022,OGLE,,3.0,4.18,16.3,,,,,0.63,5600.0,,,
OGLE-2018-BLG-0516L b,OGLE-2018-BLG-0516L,1,1,Microlensing,2022,OGLE,,2.2,4.73,20.1,,,,,0.47,7000.0,,,
OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,1,1,Microlensing,2020,OGLE,,1.064,2.37,6.228,,,,,0.2,773.0,,,
OGLE-2018-BLG-0567L b,OGLE-2018-BLG-0567L,1,1,Microlensing,2021,OGLE,,2.72,12.3,101.70509,,,,,0.25,7060.0,,,
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,1,1,Microlensing,2019,OGLE,,0.97,3.81,13.93,,,,,0.23,5650.0,,,
OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,1,1,Microlensing,2020,OGLE,,0.63,1.82,3.96,,,,,0.12,7580.0,,,
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,1,1,Microlensing,2019,OGLE,5480.0,5.0,12.9,1500.0,,G V,5912.0,,1.0,3200.0,18.21,,
OGLE-2018-BLG-0799L b,OGLE-2018-BLG-0799L,1,1,Microlensing,2022,OGLE,,1.28,10.9,82.63539,,,,,0.09,4050.0,,,
OGLE-2018-BLG-0932L b,OGLE-2018-BLG-0932L,1,1,Microlensing,2022,KMTNet,,1.75,13.9,282.86728,,,,,0.72,6620.0,,,
OGLE-2018-BLG-0962L b,OGLE-2018-BLG-0962L,1,1,Microlensing,2021,OGLE,,3.59,13.6,425.89007,,,,,0.54,6500.0,,,
OGLE-2018-BLG-0977L b,OGLE-2018-BLG-0977L,1,1,Microlensing,2022,OGLE,,2.0,2.41,6.4,,,,,0.47,6500.0,,,
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,1,2,Microlensing,2019,OGLE,,1.8,13.5,570.0,,,,,0.18,7100.0,,,
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,1,2,Microlensing,2019,OGLE,,0.8,13.2,890.0,,,,,0.18,7100.0,,,
OGLE-2018-BLG-1119L b,OGLE-2018-BLG-1119L,1,1,Microlensing,2022,OGLE,,4.06,13.9,289.22385,,,,,0.48,5760.0,,,
OGLE-2018-BLG-1126L b,OGLE-2018-BLG-1126L,1,1,Microlensing,2022,KMTNet,,3.23,4.41,17.79839,,,,,0.69,5700.0,,,
OGLE-2018-BLG-1185L b,OGLE-2018-BLG-1185L,1,1,Microlensing,2021,OGLE,,1.54,2.83,8.4,,,,,0.37,7400.0,29.3,20.8,
OGLE-2018-BLG-1212L b,OGLE-2018-BLG-1212L,1,1,Microlensing,2022,KMTNet,,1.68,9.32,63.56568,,,,,0.16,1550.0,,,
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,1,1,Microlensing,2020,OGLE,,4.51,14.1,210.0,,,,,1.11,2510.0,,,
OGLE-2018-BLG-1367L b,OGLE-2018-BLG-1367L,1,1,Microlensing,2022,KMTNet,,1.21,13.8,301.93699,,,,,0.28,5370.0,,,
OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,1,1,Microlensing,2021,OGLE,,3.3,14.0,240.0,,,,,0.43,6220.0,,,
OGLE-2018-BLG-1647L b,OGLE-2018-BLG-1647L,1,1,Microlensing,2022,KMTNet,,1.36,13.8,308.29355,,,,,0.09,7880.0,,,
OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,2,1,Microlensing,2020,OGLE,,2.8,12.9,1400.0,,,,,0.42,7600.0,,,
OGLE-2019-BLG-0249L b,OGLE-2019-BLG-0249L,1,1,Microlensing,2023,OGLE,,1.84,12.7,2262.93826,,,,,0.91,6370.0,,,
OGLE-2019-BLG-0299L b,OGLE-2019-BLG-0299L,1,1,Microlensing,2021,OGLE,,2.8,12.7,1976.89269,,,,,0.59,5830.0,,,
OGLE-2019-BLG-0304L b,OGLE-2019-BLG-0304L,2,1,Microlensing,2021,OGLE,,1.23,14.2,162.09249,,,,,0.27,6980.0,,,
OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,1,1,Microlensing,2022,OGLE,,2.18,13.1,1036.12061,,,,,0.42,5830.0,,,
OGLE-2019-BLG-0468L b,OGLE-2019-BLG-0468L,1,2,Microlensing,2022,OGLE,,3.29,13.1,1090.15144,,G,,,0.92,4400.0,,,
OGLE-2019-BLG-0468L c,OGLE-2019-BLG-0468L,1,2,Microlensing,2022,OGLE,,2.77,12.5,3248.20632,,G,,,0.92,4400.0,,,
OGLE-2019-BLG-0679L b,OGLE-2019-BLG-0679L,1,1,Microlensing,2023,OGLE,,6.99,13.1,1061.54688,,,,,0.66,5630.0,,,
OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,1,1,Microlensing,2021,OGLE,,2.65,12.3,4513.16338,,,,,0.8,3630.0,,,
OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,1,1,Microlensing,2021,OGLE,,1.9,1.39,2.5,,,,,0.5,980.0,,,
OGLE-2019-BLG-1053L b,OGLE-2019-BLG-1053L,1,1,Microlensing,2021,KMTNet,,3.4,1.38,2.48,,,,,0.61,6800.0,,,
OGLE-2019-BLG-1180L b,OGLE-2019-BLG-1180L,1,1,Microlensing,2023,OGLE,,5.19,13.5,555.24623,,,,,0.55,6070.0,,,
OGLE-2019-BLG-1470L AB c,OGLE-2019-BLG-1470L A,2,1,Microlensing,2022,OGLE,,3.2,13.3,699.2225,,,,,0.57,5900.0,,,
OGLE-2019-BLG-1492L b,OGLE-2019-BLG-1492L,1,1,Microlensing,2022,OGLE,,2.7,6.79,37.1,,,,,0.68,5600.0,,,
OGLE-2023-BLG-0836L b,OGLE-2023-BLG-0836L,2,1,Microlensing,2024,OGLE,,3.7,12.9,1385.73185,,,,,0.71,5120.0,,,
OGLE-TR-10 b,OGLE-TR-10,1,1,Transit,2004,OGLE,3.101278,0.0434,14.011,197.046,1702.0,G2 V,5950.0,1.17,1.14,1344.97,16.006,12.856,15.6845
OGLE-TR-111 b,OGLE-TR-111,1,1,Transit,2004,OGLE,4.0144463,0.0473,11.422,174.799,1019.0,K2 V,5040.0,0.83,0.82,1068.33,16.707,14.112,16.5277
OGLE-TR-113 b,OGLE-TR-113,1,1,Transit,2004,OGLE,1.4324752,0.02289,12.251,400.449,1342.0,K4 V,4790.0,0.77,0.78,566.459,15.8485,,15.443
OGLE-TR-132 b,OGLE-TR-132,1,1,Transit,2004,OGLE,1.689868,0.03035,13.45,375.02,2013.0,F5 V,6210.0,1.32,1.3,2012.62,16.536,14.99,16.4883
OGLE-TR-182 b,OGLE-TR-182,1,1,Transit,2007,OGLE,3.9791,0.051,12.666,320.995,1550.0,,5924.0,1.14,1.14,2501.75,16.9195,14.737,16.6783
OGLE-TR-211 b,OGLE-TR-211,1,1,Transit,2007,OGLE,3.67724,0.051,15.244,327.351,1686.0,,6325.0,1.64,1.33,1515.26,15.364,13.379,15.0702
OGLE-TR-56 b,OGLE-TR-56,1,1,Transit,2002,OGLE,1.2119189,0.02383,15.278,441.77,2212.0,F8 V,6050.0,1.74,1.17,282.8391387,15.3,,16.0931
OGLE2-TR-L9 b,OGLE2-TR-L9,1,1,Transit,2008,OGLE,2.4855335,0.0308,18.046,1430.175,2034.0,,6933.0,1.53,1.52,1627.63,14.718,13.117,14.5637
Oph 11 b,Oph 11,1,1,Imaging,2006,Gemini Observatory,7300000.0,243.0,12.3,4449.62,2175.0,M9,2375.0,0.23,0.02,136.165592,,13.423,18.912
PDS 70 b,PDS 70,1,2,Imaging,2018,Paranal Observatory,43500.0,20.0,30.488,953.49,1204.0,K7,3972.0,1.26,0.76,113.064,12.032,8.542,11.5848
PDS 70 c,PDS 70,1,2,Imaging,2019,European Southern Observatory,,34.0,22.866,635.66,995.0,K7,3972.0,1.06,0.76,113.064,12.032,8.542,11.5848
PH1 b,PH1,4,1,Transit,2012,Kepler,138.317,0.652,6.18,169.0,481.0,F,6407.0,1.73,1.53,1033.16,13.841,12.395,13.6988
PH2 b,PH2,1,1,Transit,2013,Kepler,282.52542,0.833,9.337,87.08498,295.0,,5734.0,0.95,0.97,343.863,12.645,11.116,12.5811
POTS-1 b,POTS-1,1,1,Transit,2013,La Silla Observatory,3.1606296,0.03734,10.548,734.16,,K5 V,4400.0,0.59,0.69,747.959,17.9083,14.244,17.2604
PSR B0329+54 b,PSR B0329+54,1,1,Pulsar Timing,2017,Multiple Facilities,10140.0,10.26,1.22,1.97,,,,,1.44,504.9331206,20.8671,15.556,20.1861
PSR B1257+12 b,PSR B1257+12,1,3,Pulsar Timing,1994,Arecibo Observatory,25.262,0.19,0.338,0.02,,,,,1.4,600.0,,,
PSR B1257+12 c,PSR B1257+12,1,3,Pulsar Timing,1992,Arecibo Observatory,66.5419,0.36,1.91,4.3,,,,,1.4,600.0,,,
PSR B1257+12 d,PSR B1257+12,1,3,Pulsar Timing,1992,Arecibo Observatory,98.2114,0.46,1.8,3.9,,,,,1.4,600.0,,,
PSR B1620-26 b,PSR B1620-26,2,1,Pulsar Timing,2003,Hubble Space Telescope,,23.0,13.3,794.575,,,,,1.35,,,,
PSR J1719-1438 b,PSR J1719-1438,1,1,Pulsar Timing,2011,Parkes Observatory,0.09070629,0.0044,,382.8,,,4500.0,,1.4,1200.0,,,
PSR J2322-2650 b,PSR J2322-2650,1,1,Pulsar Timing,2017,Parkes Observatory,0.322964,0.0102,13.9,252.64307,,,,,1.4,230.0,,,
PZ Tel b,PZ Tel,1,1,Imaging,2023,W. M. Keck Observatory,44000.0,27.0,11.9,8581.36699,,G9 IV,5169.0,1.26,1.36,47.0648,8.43,6.366,8.09894
Pr0201 b,Pr0201,1,1,Radial Velocity,2012,Fred Lawrence Whipple Observatory,4.4264,0.06,14.2,171.6282,,,6174.0,1.15,1.24,180.64,10.445,9.142,10.3508
Pr0211 b,Pr0211,2,2,Radial Velocity,2012,Fred Lawrence Whipple Observatory,2.1461,0.03176,13.4,597.5204,,,5300.0,0.83,0.94,182.714,12.163,10.173,11.9281
Pr0211 c,Pr0211,2,2,Radial Velocity,2016,Roque de los Muchachos Observatory,4850.0,5.5,12.6,2475.8957,,,5300.0,0.83,0.94,182.714,12.163,10.173,11.9281
Proxima Cen b,Proxima Cen,3,1,Radial Velocity,2016,European Southern Observatory,11.1868,0.04856,1.03,1.07,234.0,M5.5 V,2900.0,0.14,0.12,1.30119,11.01,4.384,8.95361
Qatar-1 b,Qatar-1,1,1,Transit,2010,Qatar,1.4200242,0.02332,12.812,411.27202,1418.0,,5013.0,0.8,0.84,185.615,12.692,10.409,12.4764
Qatar-10 b,Qatar-10,1,1,Transit,2019,Qatar,1.645321,0.0286,17.295,233.92288,1955.0,F7 V,6124.0,1.25,1.16,559.068,12.868,11.382,12.6978
Qatar-2 b,Qatar-2,1,1,Transit,2011,Qatar,1.33711647,0.02153,14.056,792.635,1344.0,,4645.0,0.78,0.74,181.374,13.443,10.619,13.0276
Qatar-3 b,Qatar-3,1,1,Transit,2017,Qatar,2.5079204,0.03783,12.285,1369.8473,1681.0,G0 V,6007.0,1.27,1.15,735.601,12.929,11.219,12.8203
Qatar-4 b,Qatar-4,1,1,Transit,2017,Qatar,1.8053564,0.02803,12.722,1938.763,1385.0,K1 V,5215.0,0.85,0.9,329.036,13.574,11.519,13.4114
Qatar-5 b,Qatar-5,1,1,Transit,2017,Qatar,2.8792319,0.04127,12.408,1373.0256,1415.0,G2 V,5747.0,1.08,1.13,367.658,12.614,10.956,12.5241
Qatar-6 b,Qatar-6,2,1,Transit,2017,Qatar,3.506195,0.0423,11.904,212.31044,1006.0,K2 V,5052.0,0.72,0.82,100.848,11.496,9.226,11.1249
Qatar-7 b,Qatar-7,1,1,Transit,2019,Qatar,2.032046,0.0352,19.055,597.5204,2053.0,F4 V,6387.0,1.56,1.41,705.981,13.134,11.561,12.9275
Qatar-8 b,Qatar-8,1,1,Transit,2019,Qatar,3.71495,0.0474,14.404,117.91493,1457.0,G0 V,5738.0,1.32,1.03,281.498,11.71,9.937,11.3494
Qatar-9 b,Qatar-9,1,1,Transit,2019,Qatar,1.540731,0.0234,11.31,378.2177,1134.0,K5 V,4309.0,0.7,0.72,213.771,14.023,11.104,13.6871
ROXs 12 b,ROXs 12,2,1,Imaging,2013,W. M. Keck Observatory,,210.0,12.2,5085.0,,M0,3850.0,1.07,0.87,136.65,14.763,9.099,13.2655
ROXs 42 B b,ROXs 42 B,2,1,Imaging,2013,Multiple Observatories,,157.0,12.5,2860.0,1975.0,M0,3433.0,1.34,1.0,143.59,14.661,8.671,13.1164
RR Cae b,RR Cae,2,1,Eclipse Timing Variations,2012,Leoncito Astronomical Complex,4343.5,5.3,13.0,1334.886,,M,3904.0,0.19,0.44,21.1916,14.379,9.852,13.6576
Ross 128 b,Ross 128,1,1,Radial Velocity,2017,La Silla Observatory,9.8658,0.0496,1.11,1.4,301.0,M4,3192.0,0.2,0.17,3.37454,11.12,5.654,9.59067
Ross 458 c,Ross 458,2,1,Imaging,2010,Las Campanas Observatory,,1100.0,14.011,1906.98,,M2,3965.42,0.56,0.56,11.5094,9.76,5.578,8.90809
Ross 508 b,Ross 508,1,1,Radial Velocity,2022,Subaru Telescope,10.77,0.05366,1.83,4.0,,M4.5 V,3071.0,0.21,0.18,11.2103,14.18,8.279,12.2066
SPECULOOS-3 b,SPECULOOS-3,1,1,Transit,2024,SPECULOOS Southern Observatory,0.71912603,0.00733,0.977,0.894,553.0,M6.5+/-0.5,2800.0,0.12,0.1,,17.8,10.541,15.4023
SR 12 AB c,SR 12 AB,2,1,Imaging,2010,Infrared Survey Facility,,,12.3,4131.62,,,3828.93,1.1,,112.3172158,13.355,8.408,12.1811
SWEEPS-11 b,SWEEPS-11,1,1,Transit,2006,Hubble Space Telescope,1.796,0.03,12.666,3082.82,,,,1.45,1.1,8500.0,19.83,,
SWEEPS-4 b,SWEEPS-4,1,1,Transit,2006,Hubble Space Telescope,4.2,0.055,9.079,1207.7,,,,1.18,1.24,8500.0,18.8,,
TAP 26 b,TAP 26,1,1,Radial Velocity,2017,Multiple Facilities,10.79,0.0968,13.5,527.5978,,,4620.0,1.17,1.04,121.402,12.5,9.270001,11.8101
TCP J05074264+2447555 b,TCP J05074264+2447555,1,1,Microlensing,2018,Multiple Observatories,,0.94,4.72,20.0,,,5805.0,1.42,0.59,505.0,14.243,11.68,13.8327
TIC 139270665 b,TIC 139270665,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),23.624,0.163,7.23,147.15455,703.0,G2,5844.0,1.02,1.04,189.875,10.385,8.946,10.1805
TIC 139270665 c,TIC 139270665,1,2,Radial Velocity,2024,Lick Observatory,1010.0,2.0,12.9,1554.18091,200.0,G2,5844.0,1.02,1.04,189.875,10.385,8.946,10.1805
TIC 172900988 b,TIC 172900988 Aa,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),200.452,0.90281,11.25,942.0,,F9,6050.0,1.38,1.24,250.956,10.141,8.762,10.0477
TIC 237913194 b,TIC 237913194,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),15.168865,0.1207,12.52,617.22586,974.0,G3,5788.0,1.09,1.03,306.063,12.144,10.485,11.9371
TIC 241249530 b,TIC 241249530,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),165.7719,0.641,13.294,1582.78547,,,6166.0,1.4,1.27,324.448,11.908,10.192,11.565
TIC 257060897 b,TIC 257060897,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.660028,0.051,16.701,212.94503,1762.0,,5988.0,1.82,1.32,505.703,11.814,10.387,11.6659
TIC 279401253 b,TIC 279401253,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),76.8,0.369,11.209,1951.46642,,,5951.0,1.06,1.13,285.584,11.938,10.345,11.6965
TIC 279401253 c,TIC 279401253,1,2,Transit,2023,Multiple Observatories,155.3,0.591,12.6,2548.98382,,,5951.0,1.06,1.13,285.584,11.938,10.345,11.6965
TIC 365102760 b,TIC 365102760,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),4.21285367,0.0622,6.21,19.2,,,4900.0,3.13,1.17,555.546,12.154,9.788,11.9772
